Período;Região;Instituição;Localização Geográfica;Tipo de Especialidade;Doentes Saídos;Dias de Internamento
2015-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Médica;1118;10790
2015-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Médica;1018;7772
2015-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Médica;753;6111
2015-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Médica;751;6817
2015-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;Especialidade Médica;1872;17762
2015-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Médica;2461;21235
2015-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Especialidade Médica;497;9690
2015-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Médica;1830;18201
2015-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;Especialidade Médica;3722;36587
2015-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Médica;1316;9890
2015-04;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Especialidade Médica;2595;19967
2015-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Especialidade Médica;9120;90032
2015-04;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Especialidade Médica;1386;11232
2015-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Médica;3175;27812
2015-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Médica;1709;14755
2015-04;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Médica;2308;15059
2015-04;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Especialidade Médica;1551;14523
2015-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Especialidade Médica;2658;21175
2015-04;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Médica;3231;26556
2015-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Médica;2681;22811
2015-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Especialidade Médica;3154;24499
2015-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Especialidade Médica;4748;42648
2015-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Especialidade Médica;2471;25747
2015-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Médica;2229;27248
2015-05;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Médica;2115;18457
2015-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Médica;3601;36619
2015-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Médica;2878;18859
2015-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Especialidade Médica;2804;21259
2015-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Médica;2406;21859
2015-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Especialidade Médica;3680;28605
2015-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;Especialidade Médica;3803;42365
2015-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Especialidade Médica;13446;132157
2015-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;Especialidade Médica;3877;32982
2015-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Especialidade Médica;4765;45088
2015-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Médica;7879;72695
2015-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Médica;1430;11723
2015-06;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Médica;5508;52291
2015-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Médica;3710;33405
2015-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Médica;3022;28124
2015-07;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Médica;1432;11298
2015-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Médica;6679;70503
2015-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;Especialidade Médica;4516;38085
2015-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;Especialidade Médica;4043;37205
2015-07;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Médica;4100;41036
2015-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Médica;5426;49181
2015-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Médica;5740;56624
2015-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Especialidade Médica;4602;48751
2015-07;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Médica;6385;59606
2015-07;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;Especialidade Médica;1693;29737
2015-07;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Médica;2033;17144
2015-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Médica;4508;39208
2015-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Médica;3618;33725
2015-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Médica;1895;15205
2015-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Médica;6670;51576
2015-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Especialidade Médica;17758;173858
2015-08;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Médica;257;4019
2015-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Médica;5972;55551
2015-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Especialidade Médica;2830;26600
2015-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Médica;6450;63364
2015-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Médica;5824;50150
2015-08;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Médica;2968;27422
2015-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Médica;5061;44674
2015-09;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Especialidade Médica;2;3017
2015-09;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Médica;284;4469
2015-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Médica;13927;144457
2015-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;Especialidade Médica;5105;46986
2015-09;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Especialidade Médica;5687;59804
2015-09;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Médica;3343;30964
2015-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Médica;5279;48499
2015-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Médica;5668;50152
2015-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Especialidade Médica;4501;33804
2015-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Médica;3731;33469
2015-10;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Médica;2061;18474
2015-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Médica;15432;159504
2015-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;Especialidade Médica;5788;52264
2015-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Médica;4079;35703
2015-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Médica;7090;61854
2015-10;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Médica;8816;82619
2015-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Médica;3715;34586
2015-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Médica;5846;53652
2015-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Médica;4967;46017
2015-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Especialidade Médica;4918;37142
2015-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Médica;2551;20651
2015-11;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Médica;2213;17455
2015-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Médica;6284;62854
2015-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Especialidade Médica;13258;150381
2015-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Médica;2452;20199
2015-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Médica;4127;38515
2015-11;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Médica;6399;58567
2015-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Médica;2763;22479
2015-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Médica;2444;21914
2015-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Médica;2410;18856
2015-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Médica;5050;63921
2015-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Médica;8399;84875
2015-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Médica;9654;92134
2015-12;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Médica;2694;21951
2015-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;Especialidade Médica;13450;124413
2015-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Especialidade Médica;7538;77619
2015-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Médica;9524;80146
2015-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;Especialidade Médica;2643;45368
2015-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Médica;3174;26626
2015-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Médica;5914;54047
2016-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Especialidade Médica;502;3852
2016-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Médica;338;2824
2016-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Médica;355;3373
2016-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;Especialidade Médica;708;6453
2016-01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Médica;457;4398
2016-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Médica;1227;12574
2016-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Especialidade Médica;361;3653
2016-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Médica;877;8639
2016-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Médica;225;1950
2016-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Médica;914;8006
2016-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Médica;681;5427
2016-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Médica;731;6637
2016-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Especialidade Médica;1910;18944
2016-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Médica;900;8410
2016-02;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Especialidade Médica;1594;16894
2016-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Médica;1644;15213
2016-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Médica;1714;17234
2016-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Médica;1815;16239
2016-02;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Médica;1834;17945
2016-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Médica;520;4866
2016-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Médica;1124;10204
2016-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Médica;2872;20957
2016-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Especialidade Médica;2911;28555
2016-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Médica;1299;16880
2016-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;Especialidade Médica;5502;51719
2016-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Médica;2524;21779
2016-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Especialidade Médica;439;9311
2016-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Médica;2110;18440
2016-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Especialidade Médica;1816;16267
2016-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;Especialidade Médica;3632;33760
2016-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Médica;779;7355
2016-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Médica;1490;13583
2016-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Médica;97;1799
2016-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;Especialidade Médica;7194;68139
2016-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Especialidade Médica;574;12470
2016-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Médica;1744;16431
2016-04;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Especialidade Médica;3187;33838
2016-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Médica;2700;23389
2016-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Médica;3236;30060
2016-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Médica;5210;50446
2016-04;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Médica;3043;30203
2016-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Médica;1005;9677
2016-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Médica;1205;11082
2016-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Médica;1858;16977
2016-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Especialidade Médica;1;1386
2016-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Especialidade Médica;1694;13298
2016-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Médica;3705;38839
2016-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Médica;4529;41987
2016-05;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Médica;4643;44615
2016-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Médica;1909;17490
2016-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Médica;3029;28339
2016-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Médica;1440;13116
2016-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Médica;2478;33470
2016-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Médica;9714;101076
2016-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;Especialidade Médica;3737;33059
2016-06;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Médica;5347;49435
2016-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Médica;2245;18181
2016-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Especialidade Médica;8489;99242
2016-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Médica;6619;49403
2016-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Especialidade Médica;15242;149555
2016-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Especialidade Médica;6304;60805
2016-07;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Especialidade Médica;1;1935
2016-07;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Especialidade Médica;1015;22430
2016-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Médica;2951;27461
2016-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Médica;5489;50613
2016-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Médica;5079;53163
2016-07;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Médica;1551;12955
2016-07;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Médica;2703;24588
2016-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Médica;1902;17282
2016-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Médica;7507;55859
2016-08;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Especialidade Médica;1;2214
2016-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Médica;12589;131242
2016-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Médica;7614;78845
2016-08;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Médica;3233;30861
2016-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Especialidade Médica;2725;26505
2016-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Especialidade Médica;4341;38716
2016-08;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Médica;1784;14747
2016-08;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;Especialidade Médica;1955;33436
2016-08;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Médica;1925;17301
2016-08;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Médica;3121;28342
2016-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Médica;4674;43966
2016-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Médica;8360;63171
2016-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Médica;1759;16055
2016-09;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Médica;223;4026
2016-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Médica;3579;49135
2016-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Médica;14027;146000
2016-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Médica;6931;63338
2016-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Médica;6421;67483
2016-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Médica;7621;77245
2016-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Médica;7102;64660
2016-09;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Médica;7691;71874
2016-09;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;Especialidade Médica;2210;36969
2016-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Médica;4261;39969
2016-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Médica;2351;21260
2016-10;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Especialidade Médica;4479;51054
2016-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Médica;3952;54603
2016-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Médica;9336;96985
2016-10;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Médica;7572;70294
2016-10;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Médica;7068;74694
2016-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Médica;6017;40553
2016-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Especialidade Médica;3295;32181
2016-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Médica;8442;86042
2016-10;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Especialidade Médica;5196;46898
2016-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Médica;2219;18371
2016-10;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;Especialidade Médica;2438;41235
2016-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Médica;3900;35698
2016-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Médica;5725;54028
2016-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Médica;4686;44080
