Período;Região;Instituição;Localização Geográfica;Tipo de Especialidade;Doentes Saídos;Dias de Internamento
2025-08;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;Especialidade Cirurgica;4640;27091
2025-08;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;Especialidade Cirurgica;10925;54509
2025-08;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;Especialidade Cirurgica;9143;76993
2025-08;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;Especialidade Cirurgica;1495;9852
2024-09;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;38.739946, -9.161139;Especialidade Cirurgica;4645;24578
2024-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309943471486, -7.0;Especialidade Cirurgica;2018;18649
2024-09;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;Especialidade Cirurgica;6502;33503
2024-09;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;41.533438, -8.616604;Especialidade Cirurgica;1223;9445
2024-09;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;Especialidade Cirurgica;9092;70253
2024-09;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;Especialidade Cirurgica;5409;33119
2024-09;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;Especialidade Cirurgica;10855;88043
2024-09;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;Especialidade Cirurgica;3948;26906
2024-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.039936, -8.731693;Especialidade Cirurgica;1655;10561
2024-09;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;39.605565, -8.404399;Especialidade Cirurgica;5308;30292
2025-09;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;40.217, -8.40991;Especialidade Cirurgica;2775;13333
2025-09;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;Especialidade Cirurgica;3742;25251
2025-09;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Cirurgica;3248;22519
2025-09;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;Especialidade Cirurgica;3756;17166
2025-09;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;Especialidade Cirurgica;6648;44484
2025-09;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;Especialidade Cirurgica;8314;56764
2025-09;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;Especialidade Cirurgica;8185;39679
2025-09;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;Especialidade Cirurgica;21640;123856
2025-09;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;Especialidade Cirurgica;3611;23586
2025-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;Especialidade Cirurgica;3795;25788
2024-10;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;40.217, -8.40991;Especialidade Cirurgica;2991;16060
2024-10;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Cirurgica;3238;25758
2024-10;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;Especialidade Cirurgica;7626;37666
2024-10;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;Especialidade Cirurgica;13195;66700
2024-10;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;Especialidade Cirurgica;12105;97975
2024-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;Especialidade Cirurgica;7494;49560
2024-10;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;Especialidade Cirurgica;4450;27961
2024-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;Especialidade Cirurgica;3672;22278
2024-10;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;Especialidade Cirurgica;1982;13372
2024-10;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;Especialidade Cirurgica;4492;30073
2024-10;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;Especialidade Cirurgica;4591;26879
2025-10;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;Especialidade Cirurgica;2889;19907
2025-10;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;Especialidade Cirurgica;25732;168247
2025-10;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;Especialidade Cirurgica;10372;78942
2025-10;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;Especialidade Cirurgica;15275;100997
2025-10;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;Especialidade Cirurgica;11588;97277
2025-10;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;Especialidade Cirurgica;3964;25423
2025-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.039936, -8.731693;Especialidade Cirurgica;1761;10852
2025-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;Especialidade Cirurgica;4234;28568
2024-11;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;Especialidade Cirurgica;6528;29947
2024-11;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;Especialidade Cirurgica;2181;14659
2025-11;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;40.217, -8.40991;Especialidade Cirurgica;3487;16545
2025-11;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;Especialidade Cirurgica;8476;56244
2025-11;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;Especialidade Cirurgica;15782;112182
2025-11;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;Especialidade Cirurgica;11394;86808
2025-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;Especialidade Cirurgica;4741;30297
2025-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;Especialidade Cirurgica;2946;22825
2025-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Cirurgica;12075;67752
2025-11;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;39.605565, -8.404399;Especialidade Cirurgica;5921;35375
2025-11;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;39.4055519104004, -9.0;Especialidade Cirurgica;5010;33853
2024-12;Região de Saúde Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;41.1811, -8.60469;Especialidade Cirurgica;6619;47101
2024-12;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;Especialidade Cirurgica;4973;32032
2024-12;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Cirurgica;3869;30374
2024-12;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;Especialidade Cirurgica;30230;209273
2024-12;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;Especialidade Cirurgica;11018;78767
2024-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;Especialidade Cirurgica;5063;31941
2024-12;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;Especialidade Cirurgica;5346;34547
2024-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.039936, -8.731693;Especialidade Cirurgica;2204;14005
2024-12;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;39.4055519104004, -9.0;Especialidade Cirurgica;5878;36689
2025-12;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;Especialidade Cirurgica;4794;33027
2025-12;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;Especialidade Cirurgica;30550;206043
2025-12;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;Especialidade Cirurgica;10784;52084
2025-12;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;Especialidade Cirurgica;;
2025-12;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;Especialidade Cirurgica;28680;164984
2025-12;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;Especialidade Cirurgica;13660;116644
2025-12;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;Especialidade Cirurgica;11179;68908
2024-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309943471486, -7.0;Especialidade Médica;452;5445
2024-01;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;Especialidade Médica;314;2786
2024-01;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;Especialidade Médica;1095;11461
2024-01;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;Especialidade Médica;618;8151
2024-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;Especialidade Médica;703;6479
2024-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Médica;1294;9190
2024-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;Especialidade Médica;716;6835
2024-01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;Especialidade Médica;405;5872
2025-01;Região de Saúde Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;41.1811, -8.60469;Especialidade Médica;452;4400
2025-01;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;Especialidade Médica;370;2606
2025-01;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;Especialidade Médica;1098;14365
2025-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Médica;1038;8137
2025-01;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;Especialidade Médica;358;6201
2025-01;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;Especialidade Médica;270;2548
2026-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309943471486, -7.0;Especialidade Médica;527;5773
2026-01;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;Especialidade Médica;718;8359
2026-01;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;Especialidade Médica;339;2759
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;Especialidade Médica;1163;11854
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;Especialidade Médica;951;9687
2026-01;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;Especialidade Médica;1325;16275
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;Especialidade Médica;863;10764
2026-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;Especialidade Médica;642;6255
2026-01;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;Especialidade Médica;272;3125
2024-02;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;38.739946, -9.161139;Especialidade Médica;878;7475
2024-02;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Médica;986;7870
2024-02;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;Especialidade Médica;525;4868
2024-02;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;39.7418, -8.79444;Especialidade Médica;1432;15810
2024-02;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;Especialidade Médica;2615;29462
2024-02;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;Especialidade Médica;1730;19439
2024-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Médica;2393;17066
2024-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;Especialidade Médica;1276;12892
2024-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;Especialidade Médica;582;6278
2024-02;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;Especialidade Médica;489;4904
2024-02;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;Especialidade Médica;1297;17186
2024-02;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;Especialidade Médica;707;11228
2025-02;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;Especialidade Médica;682;5014
2025-02;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Médica;889;7839
2025-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309943471486, -7.0;Especialidade Médica;878;9853
2025-02;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;Especialidade Médica;1780;20351
2025-02;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;Especialidade Médica;2029;29094
2026-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;Especialidade Médica;638;8866
2026-02;Região de Saúde Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;41.1811, -8.60469;Especialidade Médica;688;6885
2026-02;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Médica;708;7091
2026-02;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;Especialidade Médica;1262;10079
2026-02;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;Especialidade Médica;1713;15985
2026-02;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;38.7500648498535, -9.0;Especialidade Médica;3069;29942
2026-02;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;Especialidade Médica;2457;30091
2026-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;Especialidade Médica;1204;12029
2026-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;Especialidade Médica;607;6052
2026-02;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;Especialidade Médica;494;5460
2026-02;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;Especialidade Médica;1165;12954
2026-02;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;39.4055519104004, -9.0;Especialidade Médica;1162;14510
2026-02;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;Especialidade Médica;2044;28915
2024-03;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Médica;1480;11962
2024-03;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;Especialidade Médica;3424;35876
2024-03;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;Especialidade Médica;3004;30897
2024-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Médica;3344;24511
2024-03;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;Especialidade Médica;1065;17030
2024-03;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;39.605565, -8.404399;Especialidade Médica;2492;24778
2024-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;Especialidade Médica;1298;13536
2025-03;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;Especialidade Médica;1096;13589
2025-03;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;38.739946, -9.161139;Especialidade Médica;1430;11563
2025-03;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;Especialidade Médica;1030;7698
2025-03;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;41.533438, -8.616604;Especialidade Médica;941;7841
2025-03;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;Especialidade Médica;2588;22328
2025-03;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;Especialidade Médica;2412;24634
2025-03;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;Especialidade Médica;3674;44141
2025-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;Especialidade Médica;1151;11789
2025-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;Especialidade Médica;1784;17459
2025-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;Especialidade Médica;968;9235
2026-03;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;Especialidade Médica;1891;17819
2026-03;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Médica;1072;10729
2026-03;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;Especialidade Médica;;
2026-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;Especialidade Médica;1773;18745
2026-03;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;38.7169, -9.13654;Especialidade Médica;4797;54853
2026-03;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;Especialidade Médica;3071;30103
2026-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;Especialidade Médica;1215;12356
2026-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Médica;2458;22379
2026-03;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;Especialidade Médica;875;14910
2026-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;Especialidade Médica;895;8877
2024-04;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;Especialidade Médica;3015;25707
2024-04;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Médica;1971;16053
2024-04;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;Especialidade Médica;2911;33852
2024-04;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;Especialidade Médica;2797;30052
2024-04;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;39.7418, -8.79444;Especialidade Médica;2825;31073
2024-04;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;38.7169, -9.13654;Especialidade Médica;6992;76685
2024-04;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;Especialidade Médica;5140;61142
2024-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;Especialidade Médica;2532;24949
2024-04;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;Especialidade Médica;1552;23567
2024-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.039936, -8.731693;Especialidade Médica;912;8564
2024-04;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;Especialidade Médica;1429;22563
2024-04;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;39.605565, -8.404399;Especialidade Médica;3287;32104
2025-04;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;Especialidade Médica;1678;15386
2025-04;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;Especialidade Médica;3479;45554
2025-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;Especialidade Médica;2343;23392
2025-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Médica;3901;31126
2025-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;Especialidade Médica;1253;12145
2025-04;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;Especialidade Médica;935;9270
2024-05;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;Especialidade Médica;2028;23433
2024-05;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;38.739946, -9.161139;Especialidade Médica;2285;18764
2024-05;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;Especialidade Médica;3785;32033
2024-05;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;Especialidade Médica;4357;55221
2024-05;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;Especialidade Médica;4414;52153
2024-05;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;38.7500648498535, -9.0;Especialidade Médica;7590;78985
2024-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Médica;5387;40503
2025-05;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;38.739946, -9.161139;Especialidade Médica;2386;19293
2025-05;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;Especialidade Médica;1692;12981
2025-05;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;Especialidade Médica;3266;30077
2025-05;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;Especialidade Médica;8182;85332
2025-05;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;Especialidade Médica;2555;34728
2025-05;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;Especialidade Médica;4845;74209
2025-05;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;Especialidade Médica;6329;73299
2025-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;Especialidade Médica;1766;19116
2025-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;Especialidade Médica;4844;38840
2025-05;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;Especialidade Médica;5570;73269
2024-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;Especialidade Médica;2345;28071
2024-06;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;40.217, -8.40991;Especialidade Médica;775;3847
2024-06;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;Especialidade Médica;4164;49775
2024-06;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;41.533438, -8.616604;Especialidade Médica;1815;16366
2024-06;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;Especialidade Médica;5105;51244
2024-06;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;Especialidade Médica;5167;61757
2024-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;Especialidade Médica;3448;34863
2024-06;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;38.7169, -9.13654;Especialidade Médica;9788;113022
2024-06;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;Especialidade Médica;4826;56265
2024-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;Especialidade Médica;2349;22550
2024-06;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;Especialidade Médica;7591;88838
2024-06;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;Especialidade Médica;6105;72083
2025-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;Especialidade Médica;2110;26987
2025-06;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;41.533438, -8.616604;Especialidade Médica;1756;15517
2025-06;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;Especialidade Médica;5819;55561
2025-06;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;Especialidade Médica;9741;101193
2025-06;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;Especialidade Médica;4365;45623
2025-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;Especialidade Médica;3338;34896
2025-06;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;Especialidade Médica;4332;59465
