periodo,regiao,instituicao,especialidade,doentes_saidos,dias_internamento,latitude,longitude,demora_media
2016-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",Especialidade Cirurgica,1175.0,7546.0,39.478072,-8.5404429,6.4221276595744685
2016-02,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,1650.0,10268.0,38.6658713,-9.1822554,6.223030303030303
2016-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Cirurgica,1779.0,8012.0,40.9293884,-8.5458794,4.503653738055087
2016-02,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Cirurgica,662.0,3149.0,41.3828711,-8.7589945,4.756797583081571
2016-02,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",Especialidade Cirurgica,1028.0,8542.0,41.1785642,-8.6062881,8.309338521400779
2016-02,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,1483.0,7887.0,41.1794456,-8.6745115,5.318273769386379
2016-03,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Cirurgica,2521.0,18338.0,40.516364,-8.0827433,7.274097580325268
2016-03,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE",Especialidade Cirurgica,995.0,6799.0,40.2162514,-8.4103814,6.833165829145728
2016-03,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Cirurgica,6344.0,47695.0,38.7166948,-9.1371248,7.51812736443884
2016-03,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",Especialidade Cirurgica,1564.0,10048.0,38.5283754,-8.8818638,6.42455242966752
2016-03,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,2519.0,15689.0,38.6658713,-9.1822554,6.2282651845970625
2016-03,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,1335.0,7876.0,38.7396768,-9.1634516,5.899625468164794
2016-03,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",Especialidade Cirurgica,6513.0,40408.0,41.1831056,-8.6010558,6.204206970674036
2016-03,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,3506.0,19760.0,41.1094138,-8.5972617,5.636052481460354
2016-03,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,3911.0,23833.0,41.56785,-8.398982,6.093837893121964
2016-03,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",Especialidade Cirurgica,1618.0,12883.0,41.1785642,-8.6062881,7.96229913473424
2016-04,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Cirurgica,1210.0,9554.0,39.3003425,-7.4263845,7.895867768595041
2016-04,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,4381.0,34125.0,37.0238973,-7.9281554,7.789317507418398
2016-04,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Cirurgica,1492.0,9290.0,40.2804158,-7.4922407,6.226541554959786
2016-04,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE",Especialidade Cirurgica,1337.0,9237.0,40.2162514,-8.4103814,6.908750934928945
2016-04,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Cirurgica,8508.0,63496.0,38.7166948,-9.1371248,7.463093559003291
2016-04,Região de Saúde LVT,"Hospital de Loures, PPP",Especialidade Cirurgica,2747.0,14075.0,38.821455,-9.176296,5.123771386967601
2016-04,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",Especialidade Cirurgica,2151.0,12214.0,38.977235,-8.984506,5.6782891678289165
2016-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Cirurgica,3678.0,18407.0,41.2494561,-8.264901,5.0046220772158785
2016-04,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Cirurgica,3158.0,19815.0,41.3031784,-7.7515252,6.274540848638379
2016-04,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,4741.0,26411.0,41.1094138,-8.5972617,5.5707656612529
2016-04,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,5246.0,31763.0,41.56785,-8.398982,6.054708349218452
2016-05,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Cirurgica,1551.0,11928.0,39.3003425,-7.4263845,7.690522243713733
2016-05,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Cirurgica,4334.0,31300.0,40.516364,-8.0827433,7.221965851407476
2016-05,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Cirurgica,1199.0,7935.0,40.117897,-8.8586755,6.618015012510425
2016-05,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,5926.0,33234.0,41.1094138,-8.5972617,5.608167397907526
2016-05,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Cirurgica,4404.0,26927.0,41.4387173,-8.3086907,6.114214350590372
2016-05,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,3758.0,20212.0,41.1794456,-8.6745115,5.378392762107504
2016-06,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Cirurgica,1974.0,13606.0,39.8212263,-7.4981271,6.892603850050659
2016-06,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Cirurgica,2848.0,15969.0,38.6554005,-9.0592392,5.607092696629214
2016-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",Especialidade Cirurgica,3642.0,22261.0,39.478072,-8.5404429,6.1123009335529925
2016-06,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",Especialidade Cirurgica,3131.0,24733.0,39.2410946,-8.6937515,7.899393165122964
2016-06,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,2674.0,16048.0,38.7396768,-9.1634516,6.00149588631264
2016-06,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Cirurgica,5541.0,24137.0,40.9293884,-8.5458794,4.3560729110268905
2016-06,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Cirurgica,4703.0,29412.0,41.3031784,-7.7515252,6.253880501807357
2016-06,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,8071.0,48184.0,41.56785,-8.398982,5.970016107049932
2016-06,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",Especialidade Cirurgica,3246.0,26183.0,41.1785642,-8.6062881,8.066235366605053
2016-07,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,8052.0,59782.0,37.0238973,-7.9281554,7.424490809736711
2016-07,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,Especialidade Cirurgica,281.0,1122.0,40.8571967,-8.6318023,3.99288256227758
2016-07,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE",Especialidade Cirurgica,2324.0,16245.0,40.2162514,-8.4103814,6.990103270223752
2016-07,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Cirurgica,2305.0,15828.0,39.8212263,-7.4981271,6.866811279826464
2016-07,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE",Especialidade Cirurgica,3851.0,24346.0,39.4054629,-9.1258493,6.32199428719813
2016-07,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,8412.0,46947.0,41.1094138,-8.5972617,5.580955777460771
2016-07,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE",Especialidade Cirurgica,1267.0,7235.0,41.5324234,-8.6171561,5.710339384372533
2016-07,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE",Especialidade Cirurgica,3190.0,20175.0,41.8056532,-6.7888197,6.324451410658307
2016-08,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Cirurgica,2360.0,18284.0,39.3003425,-7.4263845,7.747457627118644
2016-08,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Cirurgica,3002.0,18632.0,40.2804158,-7.4922407,6.206528980679547
2016-08,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",Especialidade Cirurgica,5378.0,31135.0,40.6362453,-8.6543716,5.789326887318706
2016-08,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",Especialidade Cirurgica,4425.0,28076.0,38.5283754,-8.8818638,6.344858757062147
2016-08,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Cirurgica,11710.0,70641.0,38.7500861,-9.1616116,6.032536293766012
2016-08,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,9398.0,52998.0,41.1094138,-8.5972617,5.639284954245584
2016-08,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,6048.0,32483.0,41.1794456,-8.6745115,5.370866402116402
2016-08,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE",Especialidade Cirurgica,6174.0,37493.0,41.7056054,-8.8252713,6.072724327826369
2016-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Cirurgica,2669.0,20356.0,39.3003425,-7.4263845,7.62682652678906
2016-09,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",Especialidade Cirurgica,8240.0,44137.0,39.7414812,-8.7982706,5.356432038834951
2016-09,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE",Especialidade Cirurgica,2872.0,20010.0,40.2162514,-8.4103814,6.967270194986073
2016-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",Especialidade Cirurgica,2848.0,19644.0,40.5309916,-7.2734793,6.897471910112359
2016-09,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Cirurgica,13205.0,79665.0,38.7500861,-9.1616116,6.032942067398713
2016-09,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,8412.0,48958.0,38.6658713,-9.1822554,5.82001902044698
2016-09,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,4076.0,24179.0,38.7396768,-9.1634516,5.932041216879293
2016-09,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Cirurgica,14753.0,81991.0,41.1472498,-8.6172617,5.557581508845659
2016-09,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE",Especialidade Cirurgica,1679.0,9254.0,41.5324234,-8.6171561,5.511614055985706
2016-09,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,6842.0,36653.0,41.1794456,-8.6745115,5.357059339374452
2016-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",Especialidade Cirurgica,3592.0,22992.0,38.014123,-7.8721227,6.400890868596882
2016-10,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Cirurgica,10647.0,81390.0,38.708454,-9.216985,7.644406875176106
2016-10,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",Especialidade Cirurgica,5537.0,35208.0,38.5283754,-8.8818638,6.358677984468123
2016-10,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE",Especialidade Cirurgica,5637.0,35228.0,39.4054629,-9.1258493,6.249423452190881
2016-10,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",Especialidade Cirurgica,5540.0,23274.0,38.977235,-8.984506,4.201083032490975
2016-10,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,9440.0,54863.0,38.6658713,-9.1822554,5.811758474576271
2016-10,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",Especialidade Cirurgica,21616.0,132991.0,41.1831056,-8.6010558,6.152433382679496
2016-10,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,11828.0,67184.0,41.1094138,-8.5972617,5.6800811633412245
2016-10,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,13835.0,80839.0,41.56785,-8.398982,5.8430791470907115
2016-10,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",Especialidade Cirurgica,5231.0,42136.0,41.1785642,-8.6062881,8.055056394570828
2016-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",Especialidade Cirurgica,3532.0,24623.0,40.5309916,-7.2734793,6.9714043035107585
2016-11,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Cirurgica,23629.0,173934.0,38.7166948,-9.1371248,7.3610394007363835
2016-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE",Especialidade Cirurgica,6180.0,38352.0,39.4054629,-9.1258493,6.205825242718447
2016-11,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",Especialidade Cirurgica,5675.0,44540.0,39.2410946,-8.6937515,7.848458149779736
2016-11,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Cirurgica,9757.0,60715.0,41.4387173,-8.3086907,6.222711899149329
2016-11,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,15237.0,89009.0,41.56785,-8.398982,5.841635492551027
2016-11,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,8475.0,45117.0,41.1794456,-8.6745115,5.32353982300885
2016-12,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,14041.0,102689.0,37.0238973,-7.9281554,7.313510433729792
2016-12,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Cirurgica,4496.0,27797.0,40.2804158,-7.4922407,6.182606761565836
2016-12,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",Especialidade Cirurgica,8360.0,47211.0,40.6362453,-8.6543716,5.647248803827751
2016-12,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",Especialidade Cirurgica,3826.0,26891.0,40.5309916,-7.2734793,7.02848928384736
2016-12,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Cirurgica,3839.0,25843.0,39.8212263,-7.4981271,6.731700963792655
2016-12,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Cirurgica,5463.0,31703.0,38.6554005,-9.0592392,5.803221673073403
2016-12,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Cirurgica,19922.0,110801.0,41.1472498,-8.6172617,5.561740789077402
2016-12,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Cirurgica,9454.0,59811.0,41.3031784,-7.7515252,6.326528453564629
2016-12,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,9248.0,49128.0,41.1794456,-8.6745115,5.312283737024221
2017-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",Especialidade Cirurgica,541.0,3408.0,38.5684861,-7.9032848,6.299445471349353
2017-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Cirurgica,755.0,5816.0,40.516364,-8.0827433,7.703311258278146
2017-01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Cirurgica,193.0,1370.0,40.117897,-8.8586755,7.098445595854923
2017-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",Especialidade Cirurgica,317.0,2380.0,40.5309916,-7.2734793,7.507886435331231
2017-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Cirurgica,290.0,2138.0,39.8212263,-7.4981271,7.372413793103449
2017-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",Especialidade Cirurgica,550.0,3200.0,39.478072,-8.5404429,5.818181818181818
2017-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Cirurgica,984.0,6764.0,38.7422257,-9.2264834,6.873983739837398
2017-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,797.0,5480.0,38.6658713,-9.1822554,6.875784190715182
2017-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Cirurgica,1684.0,9457.0,41.1472498,-8.6172617,5.615795724465558
2017-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Cirurgica,406.0,1816.0,41.3828711,-8.7589945,4.472906403940887
2017-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Cirurgica,951.0,4891.0,41.2494561,-8.264901,5.143007360672976
2017-01,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,1229.0,7838.0,41.56785,-8.398982,6.377542717656631
2017-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",Especialidade Cirurgica,1038.0,6494.0,38.5684861,-7.9032848,6.25626204238921
2017-02,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Cirurgica,380.0,2019.0,38.0162314,-8.6956768,5.313157894736842
2017-02,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE",Especialidade Cirurgica,670.0,4393.0,40.2162514,-8.4103814,6.556716417910447
2017-02,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Cirurgica,4146.0,30430.0,38.7166948,-9.1371248,7.339604438012542
2017-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",Especialidade Cirurgica,1133.0,6432.0,39.478072,-8.5404429,5.676963812886143
2017-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Cirurgica,1541.0,7465.0,40.9293884,-8.5458794,4.844256975989617
2017-02,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,2404.0,15048.0,41.56785,-8.398982,6.259567387687188
2017-03,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",Especialidade Cirurgica,2730.0,14603.0,39.7414812,-8.7982706,5.349084249084249
2017-03,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Cirurgica,2264.0,17779.0,40.516364,-8.0827433,7.85291519434629
2017-03,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Cirurgica,1479.0,9133.0,38.6554005,-9.0592392,6.175118323191345
2017-03,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE",Especialidade Cirurgica,1721.0,10230.0,39.4054629,-9.1258493,5.944218477629286
2017-03,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",Especialidade Cirurgica,1687.0,6738.0,38.977235,-8.984506,3.99407231772377
2017-03,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Cirurgica,1163.0,5209.0,41.3828711,-8.7589945,4.478933791917455
2017-03,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,3859.0,23663.0,41.56785,-8.398982,6.131899455817569
2017-03,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,2292.0,12259.0,41.1794456,-8.6745115,5.348603839441536
2017-03,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE",Especialidade Cirurgica,2290.0,14331.0,41.7056054,-8.8252713,6.258078602620087
2017-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",Especialidade Cirurgica,2082.0,12441.0,38.5684861,-7.9032848,5.975504322766571
2017-04,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",Especialidade Cirurgica,3393.0,19316.0,39.7414812,-8.7982706,5.692897141173003
2017-04,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Cirurgica,1214.0,8881.0,39.8212263,-7.4981271,7.315485996705107
2017-04,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Cirurgica,4382.0,32528.0,38.708454,-9.216985,7.423094477407576
2017-04,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,1682.0,10273.0,38.7396768,-9.1634516,6.1076099881093935
2017-04,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Cirurgica,6829.0,37052.0,41.1472498,-8.6172617,5.425684580465661
2017-04,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE",Especialidade Cirurgica,3021.0,19046.0,41.7056054,-8.8252713,6.304534922211189
2017-05,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,5801.0,43387.0,37.0238973,-7.9281554,7.4792277193587315
2017-05,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",Especialidade Cirurgica,4211.0,24557.0,39.7414812,-8.7982706,5.831631441462836
2017-05,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",Especialidade Cirurgica,3383.0,18949.0,40.6362453,-8.6543716,5.6012415016257755
2017-05,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Cirurgica,13933.0,100485.0,40.2191523,-8.4098211,7.212014641498601
2017-05,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Cirurgica,3904.0,31157.0,40.516364,-8.0827433,7.980788934426229
2017-05,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE",Especialidade Cirurgica,2828.0,16846.0,39.4054629,-9.1258493,5.956859971711457
2017-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",Especialidade Cirurgica,2822.0,16723.0,39.478072,-8.5404429,5.925939050318923
2017-05,Região de Saúde LVT,"Hospital de Loures, PPP",Especialidade Cirurgica,3765.0,17477.0,38.821455,-9.176296,4.641965471447543
2017-05,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,4514.0,27696.0,38.6658713,-9.1822554,6.135578201151971
2017-05,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",Especialidade Cirurgica,10870.0,67301.0,41.1831056,-8.6010558,6.191444342226311
2017-05,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE",Especialidade Cirurgica,2412.0,12877.0,41.3423984,-8.4802503,5.338723051409619
2017-05,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Cirurgica,4117.0,24823.0,41.3031784,-7.7515252,6.029390332766577
2017-06,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Cirurgica,1121.0,6037.0,38.0162314,-8.6956768,5.385370205173952
2017-06,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,Especialidade Cirurgica,199.0,1054.0,40.8571967,-8.6318023,5.296482412060302
2017-06,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Cirurgica,6501.0,49138.0,38.708454,-9.216985,7.558529457006614
2017-06,Região de Saúde LVT,"Hospital de Cascais, PPP",Especialidade Cirurgica,3417.0,17626.0,38.729006,-9.418267,5.1583260169739535
2017-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Cirurgica,6112.0,42084.0,38.7422257,-9.2264834,6.885471204188482
2017-06,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",Especialidade Cirurgica,13004.0,80634.0,41.1831056,-8.6010558,6.200707474623193
2017-06,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE",Especialidade Cirurgica,2929.0,15495.0,41.3423984,-8.4802503,5.290201433936497
2017-07,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,8074.0,60730.0,37.0238973,-7.9281554,7.521674510775328
2017-07,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Cirurgica,2574.0,16227.0,40.2804158,-7.4922407,6.304195804195804
2017-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE",Especialidade Cirurgica,2194.0,15757.0,40.5309916,-7.2734793,7.181859617137648
2017-07,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Cirurgica,7521.0,57701.0,38.708454,-9.216985,7.671985108363249
2017-07,Região de Saúde LVT,"Hospital de Loures, PPP",Especialidade Cirurgica,5342.0,24335.0,38.821455,-9.176296,4.555409958816923
2017-07,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,6488.0,39584.0,38.6658713,-9.1822554,6.101109741060419
2017-07,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Cirurgica,11812.0,66543.0,41.1472498,-8.6172617,5.633508296647477
2017-07,Região de Saúde Norte,"Hospital de Braga, PPP",Especialidade Cirurgica,9190.0,56795.0,41.56785,-8.398982,6.1800870511425465
2017-07,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE",Especialidade Cirurgica,2981.0,19745.0,41.8056532,-6.7888197,6.623616236162362
2017-08,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Cirurgica,16894.0,120823.0,38.7166948,-9.1371248,7.151829051734343
2017-08,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",Especialidade Cirurgica,4409.0,19090.0,38.977235,-8.984506,4.329779995463824
2017-08,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",Especialidade Cirurgica,4259.0,32559.0,39.2410946,-8.6937515,7.644752289269782
2017-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Cirurgica,8122.0,55834.0,38.7422257,-9.2264834,6.8744151686776656
2017-08,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,7486.0,45525.0,38.6658713,-9.1822554,6.081351856799359
2017-08,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,3293.0,20886.0,38.7396768,-9.1634516,6.342544791982994
2017-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",Especialidade Cirurgica,3129.0,21022.0,38.014123,-7.8721227,6.7184403962927455
2017-09,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,10458.0,78218.0,37.0238973,-7.9281554,7.479250334672021
2017-09,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Cirurgica,3210.0,20221.0,40.2804158,-7.4922407,6.299376947040498
2017-09,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",Especialidade Cirurgica,7269.0,42568.0,39.7414812,-8.7982706,5.8561012518915945
2017-09,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Cirurgica,7170.0,56814.0,40.516364,-8.0827433,7.923849372384937
2017-09,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE",Especialidade Cirurgica,4997.0,29809.0,39.4054629,-9.1258493,5.965379227536522
